SCHOOL,State,State (full),Latitude,Longitude,SCHOOLKEY,SEASON,SCHOOLDIVISION,SCHOOLCONFERENCEABBR,Phils/Brewers List,Dummy
Antioch University-Los Angeles,CA,CALIFORNIA,33.98764,-118.384651,"2,685",2019,,CA,,1
Antioch University-Midwest,OH,OHIO,39.80321,-83.908684,"2,686",2019,,OH,,1
Antioch University-New England,NH,NEW HAMPSHIRE,42.932344,-72.293798,"2,687",2019,,NH,,1
Antioch University-Santa Barbara,CA,CALIFORNIA,34.419203,-119.6958,"2,688",2019,,CA,,1
Antioch University-Seattle,WA,WASHINGTON,47.61696,-122.342647,"2,689",2019,,WA,,1
Antioch University-System Administration,OH,OHIO,39.80321,-83.908684,"2,690",2019,,OH,,1
Antonelli College-Cincinnati,OH,OHIO,39.103991,-84.510764,"2,691",2019,,OH,,1
Antonelli College-Hattiesburg,MS,MISSISSIPPI,31.349549,-89.335692,"2,692",2019,,MS,,1
Antonelli College-Jackson,MS,MISSISSIPPI,32.328918,-90.12297,"2,693",2019,,MS,,1
Antonelli Institute,PA,PENNSYLVANIA,40.09077,-75.20905,"2,694",2019,,PA,,1
Antonelli Medical and Professional Institute,PA,PENNSYLVANIA,40.2347,-75.617411,"2,695",2019,,PA,,1
Antonio Lucchetti High School (PR),PR,PUERTO RICO,18.42641,-66.61055,,2019,HS,PR,X,1
AOMA Graduate School of Integrative Medicine,TX,TEXAS,30.22863,-97.800651,"2,696",2019,,TX,,1
Apalachee High School,FL,,,,54,2019,HS,FL,,1
Aparicio-Levy Technical College,FL,FLORIDA,27.990625,-82.332285,"2,697",2019,,FL,,1
Apex Friendship High School (NC),NC,NORTH CAROLINA,35.70232,-78.91078,55,2019,HS,NC,X,1
Apex High School (NC),NC,NORTH CAROLINA,35.77332,-78.89875,56,2019,HS,NC,X,1
Apex School of Theology,NC,NORTH CAROLINA,35.92318,-78.841041,"2,698",2019,,NC,,1
Apex Technical School,NY,NEW YORK,40.75043,-73.941511,"2,699",2019,,NY,,1
Apollo Career Center,OH,OHIO,40.69222,-84.14971,"2,700",2019,,OH,,1
Appalachian Beauty School,KY,KENTUCKY,37.669852,-82.285859,"2,701",2019,,KY,,1
Appalachian Bible College,WV,WEST VIRGINIA,37.853339,-81.20115,"2,702",2019,,WV,,1
Appalachian College of Pharmacy,VA,VIRGINIA,37.211496,-82.005227,"2,703",2019,,VA,,1
Appalachian School of Law,VA,VIRGINIA,37.278007,-82.096426,"2,704",2019,,VA,,1
Appalachian State University,NC,NORTH CAROLINA,36.214844,-81.680234,57,2019,1,Sun Belt Conference,,1
Applied Technology Services,MO,MISSOURI,38.542285,-90.413236,"2,705",2019,,MO,,1
Aquinas College,TN,TENNESSEE,36.132187,-86.844214,58,2019,NAIA,Wolverine-Hoosier Athletic Conference,,1
Aquinas Institute of Theology,MO,MISSOURI,38.635008,-90.237365,"2,706",2019,,MO,,1
Arapahoe Community College,CO,COLORADO,39.607505,-105.018631,"2,707",2019,,CO,,1
Arbor View High School (NV),NV,NEVADA,36.30153,-115.25845,,2019,HS,NV,X,1
Arcadia High School,CA,,,,59,2019,HS,CA,,1
Arcadia University,PA,PENNSYLVANIA,40.091941,-75.165205,60,2019,3,Commonwealth Conference,X,1
Arcata High School,CA,,,,61,2019,HS,CA,,1
Archbishop Carroll High School (PA),PA,PENNSYLVANIA,40.05962,-75.3389,,2019,HS,PA,X,1
Archbishop Curley High School (MD),MD,MARYLAND,39.31302,-76.56518,,2019,HS,MD,X,1
Archbishop McNicholas High School,OH,,,,62,2019,HS,OH,,1
Archbishop Mitty HS (CA),CA,,,,"7,891",2019,HS,CA,,1
Archbishop Rummel High School (LA),LA,LOUISIANA,29.9901,-90.15958,,2019,HS,LA,X,1
Archbold High School,OH,,,,64,2019,HS,OH,,1
Archibishop Moeller High School,OH,,39.21867,-84.355,65,2019,HS,OH,,1
Arclabs,SC,SOUTH CAROLINA,34.77072,-82.461311,"2,708",2019,,SC,,1
Ardrey Kell High School (NC),NC,NORTH CAROLINA,35.02916,-80.8269,66,2019,HS,NC,X,1
Argosy University-Atlanta,GA,GEORGIA,33.92006,-84.356001,"2,709",2019,,GA,,1
Argosy University-Chicago,IL,ILLINOIS,41.886006,-87.623772,"2,710",2019,,IL,,1
Argosy University-Dallas,TX,TEXAS,32.926742,-96.823046,"2,711",2019,,TX,,1
Argosy University-Denver,CO,COLORADO,39.65617,-104.901591,"2,712",2019,,CO,,1
Argosy University-Hawaii,HI,HAWAII,21.308026,-157.860916,"2,713",2019,,HI,,1
Argosy University-Inland Empire,CA,CALIFORNIA,34.066571,-117.578019,"2,714",2019,,CA,,1
Argosy University-Los Angeles,CA,CALIFORNIA,33.927857,-118.373038,"2,715",2019,,CA,,1
Argosy University-Nashville,TN,TENNESSEE,36.154664,-86.634674,"2,716",2019,,TN,,1
Argosy University-Orange County,CA,CALIFORNIA,33.779113,-117.897468,"2,717",2019,,CA,,1
Argosy University-Phoenix,AZ,ARIZONA,33.5669,-112.107455,"2,718",2019,,AZ,,1
Argosy University-Phoenix Online Division,AZ,ARIZONA,33.566817,-112.107494,"2,719",2019,,AZ,,1
Argosy University-Salt Lake City,UT,UTAH,40.534344,-111.895536,"2,720",2019,,UT,,1
Argosy University-San Diego,CA,CALIFORNIA,32.775512,-117.158047,"2,721",2019,,CA,,1
Argosy University-San Francisco Bay Area,CA,CALIFORNIA,37.781238,-122.267523,"2,722",2019,,CA,,1
Argosy University-Sarasota,FL,FLORIDA,27.351394,-82.465363,"2,723",2019,,FL,,1
Argosy University-Schaumburg,IL,ILLINOIS,42.046739,-88.042083,"2,724",2019,,IL,,1
Argosy University-Seattle,WA,WASHINGTON,47.613924,-122.351734,"2,725",2019,,WA,,1
Argosy University-Tampa,FL,FLORIDA,27.955166,-82.482545,"2,726",2019,,FL,,1
Argosy University-The Art Institute of California-Hollywood,CA,CALIFORNIA,34.166753,-118.37528,"2,727",2019,,CA,,1
Argosy University-The Art Institute of California-Inland Empire,CA,CALIFORNIA,34.071827,-117.270965,"2,728",2019,,CA,,1
Argosy University-The Art Institute of California-Los Angeles,CA,CALIFORNIA,34.019125,-118.451902,"2,729",2019,,CA,,1
Argosy University-The Art Institute of California-Orange County,CA,CALIFORNIA,33.697014,-117.916303,"2,730",2019,,CA,,1
Argosy University-The Art Institute of California-Sacramento,CA,CALIFORNIA,38.62211,-121.519083,"2,731",2019,,CA,,1
Argosy University-The Art Institute of California-San Diego,CA,CALIFORNIA,32.778278,-117.155395,"2,732",2019,,CA,,1
Argosy University-The Art Institute of California-San Francisco,CA,CALIFORNIA,37.780569,-122.413417,"2,733",2019,,CA,,1
Argosy University-The Art Institute of California-Silicon Valley,CA,CALIFORNIA,37.37317,-121.99938,"2,734",2019,,CA,,1
Argosy University-Twin Cities,MN,MINNESOTA,44.837284,-93.173871,"2,735",2019,,MN,,1
Argosy University-Washington DC,VA,VIRGINIA,38.894272,-77.075927,"2,736",2019,,VA,,1
Argyle High School (TX),TX,TEXAS,29.64455,-95.16656,67,2019,HS,TX,X,1
Aria Health School of Nursing,PA,PENNSYLVANIA,40.125175,-74.978275,"2,737",2019,,PA,,1
Arizona Academy of Beauty-East,AZ,ARIZONA,32.237253,-110.872305,"2,738",2019,,AZ,,1
Arizona Automotive Institute,AZ,ARIZONA,33.537249,-112.157344,"2,739",2019,,AZ,,1
Arizona Board of Regents,AZ,ARIZONA,33.470136,-112.073908,"2,740",2019,,AZ,,1
Arizona Christian University,AZ,ARIZONA,33.595117,-112.026211,68,2019,NAIA,Golden State Athletic Conference,,1
Arizona College-Glendale,AZ,ARIZONA,33.567495,-112.154247,"2,741",2019,,AZ,,1
Arizona College-Las Vegas,NV,NEVADA,36.1456,-115.171331,"2,742",2019,,NV,,1
Arizona College-Mesa,AZ,ARIZONA,33.41833,-111.873531,"2,743",2019,,AZ,,1
Arizona Culinary Institute,AZ,ARIZONA,33.581935,-111.831237,"2,744",2019,,AZ,,1
Arizona School of Acupuncture and Oriental Medicine,AZ,ARIZONA,32.26462,-110.929241,"2,745",2019,,AZ,,1
Arizona School of Integrative Studies,AZ,ARIZONA,32.23013,-110.969111,"2,746",2019,,AZ,,1
Arizona State University-Downtown Phoenix,AZ,ARIZONA,33.45343,-112.073221,"2,747",2019,,AZ,,1
Arizona State University-Polytechnic,AZ,ARIZONA,33.307142,-111.677225,"2,748",2019,,AZ,,1
Arizona State University-Skysong,AZ,ARIZONA,33.46266,-111.923001,"2,749",2019,,AZ,,1
Arizona State University-Tempe,AZ,ARIZONA,33.417721,-111.934383,69,2019,1,Pacific-12 Conference,X,1
Arizona State University-West,AZ,ARIZONA,33.60726,-112.160021,"3,361",2019,,AZ,,1
Arizona Summit Law School,AZ,ARIZONA,33.44866,-112.073133,"2,750",2019,,AZ,,1
Arizona Western College,AZ,ARIZONA,32.689306,-114.495968,70,2019,JC,Arizona Community College Athletic Conference,X,1
Arkansas Baptist College,AR,ARKANSAS,34.7348,-92.2906,"2,751",2019,,AR,X,1
Arkansas Beauty College,AR,ARKANSAS,35.27902,-93.135369,"2,752",2019,,AR,,1
Arkansas Beauty School-Little Rock,AR,ARKANSAS,34.67208,-92.343311,"2,753",2019,,AR,,1
Arkansas College of Barbering and Hair Design,AR,ARKANSAS,34.753621,-92.266336,"2,754",2019,,AR,,1
Arkansas Northeastern College,AR,ARKANSAS,35.898597,-89.921005,"2,755",2019,,AR,,1
Arkansas State University Mid-South,AR,ARKANSAS,35.145736,-90.22285,"2,756",2019,,AR,,1
Arkansas State University-Beebe,AR,ARKANSAS,35.074176,-91.895351,"2,757",2019,,AR,,1
Arkansas State University-Main Campus,AR,ARKANSAS,35.842388,-90.679988,71,2019,1,Sun Belt Conference,X,1
Arkansas State University-Mountain Home,AR,ARKANSAS,36.320466,-92.388581,"2,758",2019,,AR,,1
Arkansas State University-Newport,AR,ARKANSAS,35.638722,-91.188846,"2,759",2019,,AR,,1
Arkansas State University-System Office,AR,ARKANSAS,34.74582,-92.28758,"2,760",2019,,AR,,1
Arkansas Tech University,AR,ARKANSAS,35.293237,-93.13562,"2,761",2019,,AR,,1
Arlington Baptist College,TX,TEXAS,32.739543,-97.155661,"2,762",2019,,TX,,1
Arlington Career Institute,TX,TEXAS,32.77244,-97.052772,"2,763",2019,,TX,,1
Arlington Heights High School (TX),TX,TEXAS,32.73159,-97.3872,72,2019,HS,TX,X,1
Arlington High School,MA,,,,73,2019,HS,MA,,1
Armstrong State University,GA,GEORGIA,31.978109,-81.160409,"2,764",2019,,GA,X,1
Armwood High School,FL,,,,74,2019,HS,FL,,1
Arnold High School (FL),FL,FLORIDA,30.20468,-85.81277,,2019,HS,FL,X,1
Arnolds Beauty School,TN,TENNESSEE,35.917765,-88.758926,"2,765",2019,,TN,,1
Arnot Ogden Medical Center,NY,NEW YORK,42.10099,-76.828353,"2,766",2019,,NY,,1
Arrojo Cosmetology School,NY,NEW YORK,40.72302,-74.007871,"2,767",2019,,NY,,1
Arroyo High School,CA,,,,76,2019,HS,CA,,1
Art Academy of Cincinnati,OH,OHIO,39.108805,-84.513913,"2,768",2019,,OH,,1
Art Center College of Design,CA,CALIFORNIA,34.170844,-118.186901,"2,769",2019,,CA,,1
Arthur's Beauty College Inc-Fort Smith,AR,ARKANSAS,35.379955,-94.410967,"2,770",2019,,AR,,1
Arthur's Beauty College Inc-Jacksonville,AR,ARKANSAS,34.8918,-92.102284,"2,771",2019,,AR,,1
Arthur's Beauty College-Jonesboro,AR,ARKANSAS,35.81818,-90.681631,"2,772",2019,,AR,,1
Arthur's Beauty School Inc-Conway,AR,ARKANSAS,35.109134,-92.44599,"2,773",2019,,AR,,1
Artistic Academy of Hair Design,NJ,NEW JERSEY,40.855589,-74.486405,"2,774",2019,,NJ,,1
Artistic Nails and Beauty Academy-Lakeland,FL,FLORIDA,28.05287,-81.946581,"2,775",2019,,FL,,1
Artistic Nails and Beauty Academy-Tampa,FL,FLORIDA,27.951358,-82.403486,"2,776",2019,,FL,,1
ASA College (FL),FL,FLORIDA,25.92828,-80.22068,,2019,JC,FL,X,1
ASA College (NY),NY,NEW YORK,40.692405,-73.986027,77,2019,JC,NY,X,1
Asbury Theological Seminary,KY,KENTUCKY,37.863704,-84.661862,"2,777",2019,,KY,,1
Asbury University,KY,KENTUCKY,37.862029,-84.662606,78,2019,2,Appalachian Athletic Conference,,1
Asheboro High School (NC),NC,NORTH CAROLINA,35.69676,-79.82038,,2019,HS,NC,X,1
Asher College,CA,CALIFORNIA,38.587784,-121.415767,"2,778",2019,,CA,,1
Asheville-Buncombe Technical Community College,NC,NORTH CAROLINA,35.571055,-82.555838,"2,779",2019,,NC,,1
Ashford University,CA,CALIFORNIA,32.8273,-117.141961,"2,780",2019,,CA,,1
Ashland Community and Technical College,KY,KENTUCKY,38.469201,-82.650664,"2,781",2019,,KY,,1
Ashland County-West Holmes Career Center,OH,OHIO,40.801018,-82.266808,"2,782",2019,,OH,,1
Ashland University,OH,OHIO,40.860987,-82.320621,79,2019,2,Great Lakes Intercollegiate Athletic Conference,,1
Ashley Ridge High School (SC),SC,SOUTH CAROLINA,32.81299,-80.02699,80,2019,HS,SC,X,1
Ashtabula County Technical and Career Campus,OH,OHIO,41.745865,-80.73451,"2,783",2019,,OH,,1
ASI Career Institute,NJ,NEW JERSEY,39.756604,-75.045442,"2,784",2019,,NJ,,1
Asian-American International Beauty College,CA,CALIFORNIA,33.759311,-117.991607,"2,785",2019,,CA,,1
ASM Beauty World Academy,FL,FLORIDA,26.047181,-80.232314,"2,786",2019,,FL,,1
Asnuntuck Community College,CT,CONNECTICUT,41.998409,-72.570177,"2,787",2019,,CT,,1
Aspen Beauty Academy of Laurel,MD,MARYLAND,39.099633,-76.822219,"2,788",2019,,MD,,1
Aspen University,CO,COLORADO,39.68614,-104.939111,"2,789",2019,,CO,,1
Assabet Valley Regional Technical School,MA,MASSACHUSETTS,42.36834,-71.565261,"2,790",2019,,MA,,1
Assemblies of God Theological Seminary,MO,MISSOURI,37.224401,-93.26151,"2,791",2019,,MO,,1
Associated Barber College of San Diego,CA,CALIFORNIA,32.719318,-117.159908,"2,792",2019,,CA,,1
Associated Beth Rivkah Schools,NY,NEW YORK,40.666388,-73.950087,"2,793",2019,,NY,,1
Associated Technical College-Los Angeles,CA,CALIFORNIA,34.055987,-118.27243,"2,794",2019,,CA,,1
Associated Technical College-San Diego,CA,CALIFORNIA,32.715658,-117.158203,"2,795",2019,,CA,,1
Assumption College,MA,MASSACHUSETTS,42.295435,-71.828387,81,2019,2,Northeast-10 Conference,,1
Assumption High School (IA),IA,IOWA,41.545471,-90.611633,,2019,HS,IA,X,1
Astrodome Career Centers,TX,TEXAS,29.679443,-95.420772,"2,796",2019,,TX,,1
ATA Career Education,FL,FLORIDA,28.45266,-82.595811,"2,797",2019,,FL,,1
ATA College,KY,KENTUCKY,38.224038,-85.566577,"2,798",2019,,KY,,1
Atelier Esthetique Institute of Esthetics,NY,NEW YORK,40.73814,-73.999581,"2,799",2019,,NY,,1
Athena Career Academy,OH,OHIO,41.614633,-83.665339,"2,800",2019,,OH,,1
Athens Drive High School,NC,,,,82,2019,HS,NC,,1
Athens State University,AL,ALABAMA,34.805625,-86.96514,"2,801",2019,,AL,,1
Athens Technical College,GA,GEORGIA,33.990183,-83.339598,"2,802",2019,,GA,,1
ATI College-Norwalk,CA,CALIFORNIA,33.904942,-118.068412,"2,803",2019,,CA,,1
Atlanta Institute of Music and Media,GA,GEORGIA,33.961164,-84.105311,"2,804",2019,,GA,,1
Atlanta Metropolitan State College,GA,GEORGIA,33.70893,-84.404659,"2,805",2019,,GA,,1
Atlanta School of Massage,GA,GEORGIA,33.922131,-84.311332,"2,806",2019,,GA,,1
Atlanta Technical College,GA,GEORGIA,33.712009,-84.404995,"2,807",2019,,GA,,1
Atlanta's John Marshall Law School,GA,GEORGIA,33.793388,-84.38777,"2,808",2019,,GA,,1
Atlantic Beauty & Spa Academy LLC,NJ,NEW JERSEY,39.433238,-74.613498,"2,809",2019,,NJ,,1
Atlantic Cape Community College,NJ,NEW JERSEY,39.462081,-74.680019,"2,810",2019,,NJ,,1
Atlantic Institute of Oriental Medicine,FL,FLORIDA,26.121964,-80.142235,"2,811",2019,,FL,,1
Atlantic Technical College,FL,FLORIDA,26.24278,-80.192271,"2,812",2019,,FL,,1
Atlantis University,FL,FLORIDA,25.788978,-80.18942,"2,813",2019,,FL,,1
Atoka High School (OK),OK,OKLAHOMA,34.38206,-96.14556,,2019,HS,OK,X,1
ATS Institute of Technology,OH,OHIO,41.547556,-81.451108,"2,814",2019,,OH,,1
Auburn Career Center,OH,OHIO,41.649238,-81.243798,"2,815",2019,,OH,,1
Auburn High School (AL),AL,ALABAMA,32.59891,-85.46066,83,2019,HS,AL,X,1
Auburn Mountainview High School (WA),WA,WASHINGTON,47.3424,-122.17337,,2019,HS,WA,X,1
Auburn University,AL,ALABAMA,32.599378,-85.488258,84,2019,1,Southeastern Conference,X,1
Auburn University at Montgomery,AL,ALABAMA,32.369939,-86.177351,85,2019,2,Gulf South Conference,,1
Augsburg College,MN,MINNESOTA,44.965636,-93.241418,86,2019,3,Minnesota Intercollegiate Athletic Conference,,1
Augusta Christian School (GA),GA,GEORGIA,33.5263,-82.07699,,2019,HS,GA,X,1
Augusta School of Massage,GA,GEORGIA,33.529159,-82.135503,"2,817",2019,,GA,,1
Augusta Technical College,GA,GEORGIA,33.418992,-82.048439,"2,818",2019,,GA,,1
Augusta University,GA,GEORGIA,33.47077,-81.990651,87,2019,2,Peach Belt Conference,X,1
Augustana College,IL,ILLINOIS,41.502365,-90.55057,"2,819",2019,,IL,,1
Augustana University,SD,SOUTH DAKOTA,43.525939,-96.738507,88,2019,2,Northern Sun Intercollegiate Conference,,1
Auguste Escoffier School of Culinary Arts-Austin,TX,TEXAS,30.32646,-97.717872,"2,820",2019,,TX,,1
Auguste Escoffier School of Culinary Arts-Boulder,CO,COLORADO,39.983475,-105.250075,"2,821",2019,,CO,,1
Aultman College of Nursing and Health Sciences,OH,OHIO,40.796865,-81.404182,"2,822",2019,,OH,,1
Aurora High School (MO),MO,,,,89,2019,HS,MO,,1
Aurora High School (OH),OH,,,,90,2019,HS,OH,,1
Aurora University,IL,ILLINOIS,41.754465,-88.349469,91,2019,3,Northern Athletics Collegiate Conference,,1
Austin College,TX,TEXAS,33.646307,-96.598772,92,2019,3,Southern Athletic Association,,1
Austin Community College District,TX,TEXAS,30.322744,-97.712505,"2,823",2019,,TX,,1
Austin Graduate School of Theology,TX,TEXAS,30.343788,-97.711706,"2,824",2019,,TX,,1
Austin High School (AL),AL,ALABAMA,34.57953,-87.00702,,2019,HS,AL,X,1
Austin High School (MI),MI,,,,93,2019,HS,MI,,1
Austin Kade Academy,ID,IDAHO,43.482859,-112.001128,"2,825",2019,,ID,,1
Austin Peay State University,TN,TENNESSEE,36.533319,-87.354081,94,2019,1,Ohio Valley Conference,X,1
Austin Presbyterian Theological Seminary,TX,TEXAS,30.292635,-97.737752,"2,826",2019,,TX,,1
Austin's Beauty College,TN,TENNESSEE,36.521386,-87.362846,"2,827",2019,,TN,,1
Automotive Training Center-Exton,PA,PENNSYLVANIA,40.057849,-75.644446,"2,828",2019,,PA,,1
Automotive Training Center-Warminster,PA,PENNSYLVANIA,40.199795,-75.073578,"2,829",2019,,PA,,1
Autry Technology Center,OK,OKLAHOMA,36.419122,-97.89719,"2,830",2019,,OK,,1
Avalon School of Cosmetology,MN,MINNESOTA,43.631842,-95.602503,"2,831",2019,,MN,,1
Avalon School of Cosmetology-Alameda,CA,CALIFORNIA,37.764203,-122.243566,"2,832",2019,,CA,,1
Avalon School of Cosmetology-Layton,UT,UTAH,41.089919,-112.003639,"2,833",2019,,UT,,1
Avalon School of Cosmetology-Mesa,AZ,ARIZONA,33.376583,-111.858305,"2,834",2019,,AZ,,1
Avalon School of Cosmetology-Phoenix,AZ,ARIZONA,33.64132,-112.068591,"2,835",2019,,AZ,,1
Avance Beauty College,CA,CALIFORNIA,32.581402,-117.062216,"2,836",2019,,CA,,1
Avant Gard The School,IN,INDIANA,39.75967,-86.378261,"2,837",2019,,IN,,1
Ave Maria School of Law,FL,FLORIDA,26.24209,-81.731045,"2,838",2019,,FL,,1
Ave Maria University,FL,FLORIDA,26.33711,-81.441082,95,2019,NAIA,Sun Conference,,1
Aveda Fredric's Institute-Cincinnati,OH,OHIO,39.35541,-84.361091,"2,839",2019,,OH,,1
Aveda Fredric's Institute-Indianapolis,IN,INDIANA,39.90573,-86.064101,"2,840",2019,,IN,,1
Aveda Institute Portland-Vancouver Campus,WA,WASHINGTON,45.643767,-122.603849,"2,841",2019,,WA,,1
Aveda Institute-Baton Rouge,LA,LOUISIANA,30.425546,-91.053805,"2,842",2019,,LA,,1
Aveda Institute-Boise,ID,IDAHO,43.620545,-116.309994,"2,843",2019,,ID,,1
Aveda Institute-Chapel Hill,NC,NORTH CAROLINA,35.927944,-79.026769,"2,844",2019,,NC,,1
Aveda Institute-Chicago,IL,ILLINOIS,41.933493,-87.645838,"2,845",2019,,IL,,1
Aveda Institute-Columbus,OH,OHIO,39.994537,-83.014111,"2,846",2019,,OH,,1
Aveda Institute-Covington,LA,LOUISIANA,30.494047,-90.104224,"2,847",2019,,LA,,1
Aveda Institute-Denver,CO,COLORADO,39.74516,-104.992451,"2,848",2019,,CO,,1
Aveda Institute-Des Moines,IA,IOWA,41.562675,-93.802586,"2,849",2019,,IA,,1
Aveda Institute-Lafayette,LA,LOUISIANA,30.206168,-92.042092,"2,850",2019,,LA,,1
Aveda Institute-Los Angeles,CA,CALIFORNIA,34.062797,-118.446566,"2,851",2019,,CA,,1
Aveda Institute-Madison,WI,WISCONSIN,43.072676,-89.398711,"2,852",2019,,WI,,1
Aveda Institute-Minneapolis,MN,MINNESOTA,44.987863,-93.253702,"2,853",2019,,MN,,1
Aveda Institute-New Mexico,NM,NEW MEXICO,35.09184,-106.667701,"2,854",2019,,NM,,1
Aveda Institute-New York,NY,NEW YORK,40.725813,-74.004832,"2,855",2019,,NY,,1
Aveda Institute-Phoenix,AZ,ARIZONA,33.33954,-111.968911,"2,856",2019,,AZ,,1
Aveda Institute-Portland,OR,OREGON,45.525507,-122.68474,"2,857",2019,,OR,,1
Aveda Institute-Provo,UT,UTAH,40.236621,-111.658335,"2,858",2019,,UT,,1
Aveda Institute-San Antonio,TX,TEXAS,29.63745,-98.452411,"2,859",2019,,TX,,1
Aveda Institute-South Florida,FL,FLORIDA,26.07032,-80.251301,"2,860",2019,,FL,,1
Aveda Institute-Tallahassee,FL,FLORIDA,30.442008,-84.319052,"2,861",2019,,FL,,1
Aveda Institute-Tucson,AZ,ARIZONA,32.23279,-110.957181,"2,862",2019,,AZ,,1
Aveda Institute-Twin Falls,ID,IDAHO,42.593695,-114.461693,"2,863",2019,,ID,,1
Avenue Five Institute,TX,TEXAS,30.36865,-97.727941,"2,864",2019,,TX,,1
Avera McKennan Hospital School of Radiologic Technology,SD,SOUTH DAKOTA,43.533972,-96.715584,"2,865",2019,,SD,,1
Avera Sacred Heart Hospital,SD,SOUTH DAKOTA,42.872359,-97.407865,"2,866",2019,,SD,,1
Averett University,VA,VIRGINIA,36.577273,-79.413214,96,2019,3,Conference USA South,,1
Averett University-Non-Traditional Programs,VA,VIRGINIA,36.577257,-79.413195,"2,867",2019,,VA,,1
Avi Career Training,VA,VIRGINIA,38.974295,-77.296823,"2,868",2019,,VA,,1
Aviation Institute of Maintenance,CA,CALIFORNIA,37.726258,-122.202555,"2,869",2019,,CA,,1
Aviation Institute of Maintenance-Atlanta,GA,GEORGIA,33.948914,-84.147864,"2,870",2019,,GA,,1
Aviation Institute of Maintenance-Chesapeake,VA,VIRGINIA,36.778518,-76.26867,"2,871",2019,,VA,,1
Aviation Institute of Maintenance-Dallas,TX,TEXAS,32.836068,-96.941822,"2,872",2019,,TX,,1
Aviation Institute of Maintenance-Houston,TX,TEXAS,29.65852,-95.28262,"2,873",2019,,TX,,1
Aviation Institute of Maintenance-Indianapolis,IN,INDIANA,39.753062,-86.288273,"2,874",2019,,IN,,1
Aviation Institute of Maintenance-Kansas City,MO,MISSOURI,39.049869,-94.498289,"2,875",2019,,MO,,1
Aviation Institute of Maintenance-Las Vegas,NV,NEVADA,36.083117,-115.118122,"2,876",2019,,NV,,1
Aviation Institute of Maintenance-Manassas,VA,VIRGINIA,38.794493,-77.514594,"2,877",2019,,VA,,1
Aviation Institute of Maintenance-Orlando,FL,FLORIDA,28.680653,-81.334196,"2,878",2019,,FL,,1
